Make,Colour,Odometer (KM),Doors,Seats,Fuel Milage,Total Fuel Used,Price
BMW,White,84327.0,5.0,5,5.22,16154.6,38233.0
Toyota,White,104722.0,4.0,5,5.21,20100.19,21006.0
Toyota,White,196225.0,4.0,5,5.19,37808.29,19812.0
Honda,Blue,131958.99,4.0,5,4.54,29065.86,23840.0
BMW,White,16274.0,5.0,5,4.3,3784.65,52458.0
BMW,Red,131958.99,5.0,5,3.29,40109.12,9362.0
Nissan,White,131958.99,3.0,5,3.56,37067.13,15861.0
BMW,White,232696.0,5.0,5,4.41,52765.53,26940.0
Nissan,White,40598.0,4.0,5,4.22,9620.38,24122.0
Nissan,White,83345.0,4.0,5,3.49,23881.09,6476.0
Nissan,Blue,234146.0,3.0,5,4.45,52617.08,12522.0
Nissan,Black,239908.0,4.0,5,3.61,66456.51,6567.0
Honda,White,131958.99,4.0,5,3.86,34186.27,11182.0
BMW,Blue,152772.0,3.0,5,3.52,43401.14,14588.0
Honda,Black,134825.0,4.0,5,3.61,37347.65,17315.0
Toyota,White,66633.0,4.0,5,3.27,20377.06,16128.75
Honda,Blue,228279.0,4.0,5,5.31,42990.4,13519.0
Honda,Black,231659.0,4.0,5,4.31,53749.19,9826.0
Nissan,White,19134.0,4.0,5,3.67,5213.62,23439.0
Toyota,Blue,149927.0,4.0,5,4.54,33023.57,8321.0
Honda,Red,98523.0,4.0,5,4.96,19863.51,29959.0
Honda,White,161712.0,4.0,5,5.6,28877.14,13546.0
Nissan,Red,113278.0,3.0,5,5.74,19734.84,15666.0
Honda,White,101311.0,4.0,5,5.58,18156.09,5421.0
Nissan,White,161699.0,4.0,5,4.76,33970.38,5594.0
BMW,Red,176660.0,5.0,5,5.67,31156.97,14134.0
Honda,White,31418.0,4.0,5,3.73,8423.06,22816.0
Nissan,White,143520.0,4.0,5,4.04,35524.75,7433.0
Toyota,White,149655.0,4.0,5,3.46,43252.89,14650.0
Toyota,White,122453.0,4.0,5,5.99,20442.9,24178.0
Toyota,White,21083.0,4.0,5,4.72,4466.74,35333.0
Honda,White,219635.0,4.0,5,4.79,45852.82,12216.0
Nissan,Green,203302.0,4.0,5,4.71,43163.91,5548.0
Honda,Blue,178863.0,4.0,5,3.72,48081.45,5168.0
Toyota,Red,148518.0,4.0,5,4.41,33677.55,25104.0
Honda,Black,143649.0,5.0,5,5.7,25201.58,7874.0
Nissan,Red,153074.0,4.0,5,5.51,27781.13,17487.0
Honda,White,53474.0,4.0,5,5.09,10505.7,16128.75
Toyota,Red,166046.0,4.0,5,3.21,51727.73,7955.0
Nissan,Blue,228192.0,4.0,5,4.6,49606.96,12641.0
Toyota,Blue,221076.0,4.0,5,3.97,55686.65,8786.0
Toyota,White,88224.0,4.0,5,5.04,17504.76,24304.0
BMW,Red,156064.0,5.0,5,5.89,26496.43,17105.0
Toyota,Green,132714.0,4.0,5,3.32,39974.1,17076.0
Toyota,Blue,17609.0,4.0,5,5.63,3127.71,16128.75
Toyota,Black,43171.0,4.0,5,4.24,10181.84,24354.0
Nissan,Blue,57558.0,3.0,5,5.8,9923.79,16622.0
Honda,White,52414.0,4.0,5,5.7,9195.44,11548.0
Honda,White,186495.0,4.0,5,5.4,34536.11,14849.0
Nissan,White,136022.0,4.0,5,5.52,24641.67,16128.75
BMW,White,102773.0,5.0,5,4.0,25693.25,29551.0
Toyota,Blue,92777.0,4.0,5,4.37,21230.43,32509.0
Toyota,White,103682.0,4.0,5,5.03,20612.72,10261.0
Toyota,Black,90508.0,4.0,5,5.21,17371.98,33758.0
Nissan,White,39639.0,3.0,5,5.13,7726.9,12315.0
Honda,Blue,26824.0,4.0,5,4.22,6356.4,28422.0
Nissan,White,186786.0,4.0,5,5.03,37134.39,16128.75
Honda,White,131958.99,4.0,5,4.42,29854.98,13070.0
Toyota,White,239760.0,4.0,5,3.18,75396.23,4896.0
Honda,Blue,96308.0,4.0,5,5.67,16985.54,15010.0
Toyota,White,107043.0,4.0,5,3.63,29488.43,7126.0
Toyota,Blue,39753.0,4.0,5,5.07,7840.83,34231.0
Honda,Blue,168261.0,4.0,5,4.93,34130.02,14691.0
Honda,Black,94941.0,4.0,5,5.8,16369.14,27598.0
BMW,Green,26839.0,5.0,5,3.71,7234.23,15224.0
Nissan,White,227278.0,4.0,5,3.25,69931.69,16128.75
BMW,Blue,45207.0,5.0,5,3.04,14870.72,35254.0
Toyota,Blue,186309.0,4.0,5,4.84,38493.6,16416.0
BMW,Black,178164.0,3.0,5,3.7,48152.43,24891.0
Honda,White,131958.99,4.0,5,4.96,26604.64,17939.0
Honda,Green,237627.0,4.0,5,5.57,42661.94,8430.0
Honda,White,22409.0,4.0,5,5.33,4204.32,10429.0
Toyota,Blue,95317.0,4.0,5,3.3,28883.94,7435.0
Toyota,Blue,128016.0,4.0,5,4.62,27709.09,16835.0
BMW,White,85739.0,5.0,5,3.37,25441.84,48419.0
Toyota,Black,17975.0,4.0,5,3.03,5932.34,17940.0
Toyota,Blue,230314.0,4.0,5,3.58,64333.52,6720.0
Toyota,White,129454.0,4.0,5,4.0,32363.5,6446.0
Honda,White,238172.0,4.0,5,4.98,47825.7,13273.0
Toyota,Red,131958.99,4.0,5,3.65,36153.15,14671.0
Nissan,Blue,157235.0,4.0,5,5.55,28330.63,4196.0
Honda,White,71934.0,4.0,5,3.73,19285.25,26882.0
Honda,White,215235.0,4.0,5,3.65,58968.49,3825.0
Nissan,Black,248736.0,4.0,5,5.33,46667.17,8358.0
Toyota,Red,41735.0,4.0,5,3.82,10925.39,13928.0
Toyota,White,173408.0,4.0,5,5.44,31876.47,8082.0
Honda,Blue,235985.0,4.0,5,6.0,39330.83,9184.0
Honda,Green,54721.0,4.0,5,3.37,16237.69,27419.0
Nissan,Black,162523.0,4.0,5,5.68,28613.2,4696.0
BMW,Blue,163322.0,3.0,5,3.82,42754.45,31666.0
Toyota,Black,35820.0,4.0,5,4.63,7736.5,32042.0
Nissan,Blue,66604.0,4.0,5,4.65,14323.44,31570.0
Honda,White,215883.0,4.0,5,3.7,58346.76,4001.0
Toyota,Blue,248360.0,4.0,5,3.89,63845.76,12732.0
